,ACCOUNT,RN,COMPANY,SITE,COUNTY,REGION,SIC,SIC DESCRIPTION,REPORTING YEAR,CO TPY,NOX TPY,Pb TPY,PM10 TPY,PM2.5 TPY,SO2 TPY,VOC TPY,ADDRESS,LATITUDE,LONGITUDE
1127,KAA014N,RN106322647,MARATHON OIL EF LLC,WEST SUGARLOAF CENTRAL FACILITY,KARNES,13.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,26.4715,46.3272,0.0,4.0936,4.0375,0.6739,42.554,"MARATHON OIL EF LLC,KARNES,TEXAS,USA",28.9089311,-97.7791399
1128,KAA015O,RN106418379,ELG UTILITY LLC,KDB CENTRAL TREATING FACILITY,KARNES,13.0,1321.0,NATURAL GAS LIQUIDS,2020,25.4969,27.5762,0.0,1.9378,1.9378,92.8611,12.939,"ELG UTILITY LLC,KARNES,TEXAS,USA",28.9089085,-97.87216
1129,KAA016P,RN107116956,MARATHON OIL EF LLC,CENTRAL LONGHORN CENTRAL FACILITY,KARNES,13.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,14.2625,44.9752,0.0,3.7231,3.7231,1.5096,39.015,"MARATHON OIL EF LLC,KARNES,TEXAS,USA",28.9089311,-97.7791399
1130,KAA017Q,RN106278328,MARATHON OIL EF LLC,EAST LONGHORN CENTRAL FACILITY,KARNES,13.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,22.6348,50.8887,0.0,3.8603,3.8603,1.8208,54.0783,"MARATHON OIL EF LLC,KARNES,TEXAS,USA",28.9089311,-97.7791399
1131,KAA020T,RN106477532,VALIDUS ENERGY AQUILAS ASSETCO LLC,BURDA GOLDEN PRODUCTIN FACILITY,KARNES,13.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,43.925,46.0918,0.0,5.8394,5.8394,0.9016,71.6795,"VALIDUS ENERGY AQUILAS ASSETCO LLC,KARNES,TEXAS,USA",28.9089085,-97.87216
1132,KAA021U,RN106408677,VALIDUS ENERGY AQUILAS ASSETCO LLC,DICKSON ALLEN PRODUCTION FACILITY,KARNES,13.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,67.1979,47.1848,0.0,5.1008,5.1008,9.5971,80.9235,"VALIDUS ENERGY AQUILAS ASSETCO LLC,KARNES,TEXAS,USA",28.9089085,-97.87216
1133,KAA023W,RN106374432,VALIDUS ENERGY AQUILAS ASSETCO LLC,HAILEY MCALISTER PRODUCTION FACILITY,KARNES,13.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,37.2123,29.5673,0.0,3.1104,3.1104,0.652,61.726,"VALIDUS ENERGY AQUILAS ASSETCO LLC,KARNES,TEXAS,USA",28.9089085,-97.87216
1134,KAA027A,RN107947020,MARATHON OIL EF LLC,SOUTH KARNES CENTRAL FACILITY,KARNES,13.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,54.1961,49.9509,0.0,5.3029,5.0195,166.8578,66.8587,"MARATHON OIL EF LLC,KARNES,TEXAS,USA",28.9089311,-97.7791399
1135,KAA029C,RN107257925,MARATHON OIL EF LLC,EAST KARNES CENTRAL FACILITY,KARNES,13.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,31.7722,67.5342,0.0,6.2711,6.1316,0.7411,98.1349,"MARATHON OIL EF LLC,KARNES,TEXAS,USA",28.9089311,-97.7791399
1136,KAA043R,RN107202731,MARATHON OIL EF LLC,WEST KARNES CENTRAL FACILITY,KARNES,13.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,51.4031,71.2117,0.0,6.1509,5.9436,125.0153,70.7258,"MARATHON OIL EF LLC,KARNES,TEXAS,USA",28.9089311,-97.7791399
1137,KAA088J,RN110409430,LONESTAR OPERATING LLC,GEORG EF NOS 18H 19H AND 20H PRODUCTION FACILITY,KARNES,13.0,1321.0,NATURAL GAS LIQUIDS,2020,32.255,13.641,0.0,0.329,0.329,125.584,21.5079,"LONESTAR OPERATING LLC,KARNES,TEXAS,USA",28.9089085,-97.87216
1138,KAA121I,RN106278799,MARATHON OIL EF LLC,NORTH LONGHORN CENTRAL TANK BATTERY,KARNES,13.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,20.6621,44.7063,0.0,3.9946,3.9946,1.2744,63.6527,"MARATHON OIL EF LLC,KARNES,TEXAS,USA",28.9089311,-97.7791399
1139,KB0083D,RN100216670,FLEXIBLE FOAM PRODUCTS INC,FXI TERRELL,KAUFMAN,4.0,3086.0,"PLASTICS, FOAM PRODUCTS",2020,0,0,0.0,0,0,0,3.8377,"FLEXIBLE FOAM PRODUCTS INC,KAUFMAN,TEXAS,USA",32.719842,-96.2698348
1140,KB0104U,RN100804467,CONECSUS LLC,CONECSUS TEJAS FACILITY,KAUFMAN,4.0,3341.0,SECONDARY NONFERROUS METALS,2020,1.5535,1.8494,0.1779,5.597,5.4191,0.0663,3.4499,"CONECSUS LLC,KAUFMAN,TEXAS,USA",32.728766,-96.316907
1141,KB0156B,RN100754779,SMURFIT KAPPA NORTH AMERICA LLC,FORNEY MILL,KAUFMAN,4.0,2631.0,PAPERBOARD MILLS,2020,52.7124,73.9437,0.0069,13.2347,13.1563,66.3141,15.3779,"SMURFIT KAPPA NORTH AMERICA LLC,KAUFMAN,TEXAS,USA",32.5890238,-96.3088693
1142,KB0176S,RN100213420,LUMINANT GENERATION COMPANY LLC,FORNEY POWER PLANT,KAUFMAN,4.0,4911.0,ELECTRIC SERVICES,2020,457.6025,1192.2207,0.0,155.3179,155.3175,22.5248,8.4326,"LUMINANT GENERATION COMPANY LLC,KAUFMAN,TEXAS,USA",32.5890238,-96.3088693
1143,KBA004D,RN104728795,HUNTER PANELS LLC,HUNTER PANELS,KAUFMAN,4.0,3086.0,"PLASTICS, FOAM PRODUCTS",2020,1.696,2.019,0.0,1.813,1.813,0.013,15.6563,"HUNTER PANELS LLC,KAUFMAN,TEXAS,USA",32.7277544,-96.3277663
1144,KC0013N,RN100220268,OASIS PIPELINE COMPANY TEXAS LP,COMFORT COMPRESSOR STATION,KENDALL,13.0,4922.0,NATURAL GAS TRANSMISSION,2020,56.1418,219.68,0.0,4.5348,4.5348,2.3358,2.4788,"OASIS PIPELINE COMPANY TEXAS LP,KENDALL,TEXAS,USA",29.9603413,-98.7481167
1145,KE0003R,RN101222602,OXY USA WTP LP,SALT CREEK FIELD GAS PLANT,KENT,3.0,1321.0,NATURAL GAS LIQUIDS,2020,241.2727,380.429,0.0,19.418,19.418,3.1649,92.1216,"OXY USA WTP LP,KENT,TEXAS,USA",31.0693026,-104.2171393
1146,KG0007K,RN100220219,OASIS PIPELINE CO TEXAS LP,JUNCTION COMP STATION,KIMBLE,8.0,4922.0,NATURAL GAS TRANSMISSION,2020,55.5978,217.8067,0.0,4.4966,4.4966,2.3164,2.0794,"OASIS PIPELINE CO TEXAS LP,KIMBLE,TEXAS,USA",30.3860882,-99.8972096
1147,KJ0002X,RN104572425,KING RANCH INC,KING RANCH COTTON GIN,KLEBERG,14.0,724.0,COTTON GINNING,2020,1.87,3.24,0.0,35.4,2.39,0.05,0.25,"KING RANCH INC,KLEBERG,TEXAS,USA",27.4308339,-97.69822719999999
1148,KJ0003N,RN102488517,ETC TEXAS PIPELINE LTD,KING RANCH PLANT,KLEBERG,14.0,1321.0,NATURAL GAS LIQUIDS,2020,329.0794,758.5443,0.0,35.6409,35.6409,1.8101,53.3206,"ETC TEXAS PIPELINE LTD,KLEBERG,TEXAS,USA",27.4308339,-97.69822719999999
1149,LA0003V,RN102806650,TURNER INDUSTRIES GROUP LLC,TURNER INDUSTRIES GROUP PARIS PLANT,LAMAR,5.0,3498.0,FABRICATED PIPE AND PIPE FITTINGS,2020,0.6277,0.7473,0.0,2.017,0,0.0045,28.4662,"TURNER INDUSTRIES GROUP LLC,LAMAR,TEXAS,USA",33.75694,-95.6457951
1150,LA0045F,RN100216555,PARIS GENERATION LP,PARIS GENERATION,LAMAR,5.0,4911.0,ELECTRIC SERVICES,2020,39.4578,191.3458,0.0,13.6865,13.561,1.0849,10.953,"PARIS GENERATION LP,LAMAR,TEXAS,USA",33.6609389,-95.55551299999999
1151,LA0065W,RN100220987,NATURAL GAS PIPELINE CO OF AMERICA LLC,COMPRESSOR STATION 802,LAMAR,5.0,4922.0,NATURAL GAS TRANSMISSION,2020,164.1266,104.0273,0.0,13.415,13.415,0.1648,27.7838,"NATURAL GAS PIPELINE CO OF AMERICA LLC,LAMAR,TEXAS,USA",31.9685988,-99.9018131
1152,LA0182R,RN100218882,LUMINANT GENERATION COMPANY LLC,LAMAR POWER PLANT,LAMAR,5.0,4911.0,ELECTRIC SERVICES,2020,571.6118,795.8842,0.0,95.8242,95.824,14.9514,11.9787,"LUMINANT GENERATION COMPANY LLC,LAMAR,TEXAS,USA",28.1394565,-97.0055455
1153,LA0183P,RN100225374,SILGAN CAN COMPANY,PARIS PLANT,LAMAR,5.0,3411.0,METAL CANS,2020,9.43,11.24,0.0,0.852,0.852,0.0602,20.031,"SILGAN CAN COMPANY,LAMAR,TEXAS,USA",33.6904049,-95.5624099
1154,LAA001A,RN100217157,WASTE MANAGEMENT OF TEXAS  INC,B & B LANDFILL,LAMAR,5.0,4953.0,REFUSE SYSTEMS,2020,5.25,0.85,0.0,0.24,0.24,1.85,2.15,"WASTE MANAGEMENT OF TEXAS  INC,LAMAR,TEXAS,USA",28.1394565,-97.0055455
1155,LAA002B,RN105366199,MIDCONTINENT EXPRESS PIPELINE LLC,LAMAR COMPRESSOR STATION,LAMAR,5.0,4922.0,NATURAL GAS TRANSMISSION,2020,31.6502,114.6804,0.0,7.7142,7.7142,0.4549,30.0795,"MIDCONTINENT EXPRESS PIPELINE LLC,LAMAR,TEXAS,USA",28.1394565,-97.0055455
1156,LAA003C,RN105240782,GULF SOUTH PIPELINE COMPANY LLC,PARIS COMPRESSOR STATION,LAMAR,5.0,4922.0,NATURAL GAS TRANSMISSION,2020,2.2094,14.0033,0.0,4.2029,3.7829,1.9145,20.7358,"GULF SOUTH PIPELINE COMPANY LLC,LAMAR,TEXAS,USA",28.1394565,-97.0055455
1157,LB0016B,RN101980217,TEXAS PRODUCERS COOPERATIVE SUDAN PLANT,TEXAS PRODUCERS COOPERATIVE,LAMB,2.0,724.0,COTTON GINNING,2020,0.89,1.06,0.0,17.76,1.28,0.01,0.06,"TEXAS PRODUCERS COOPERATIVE SUDAN PLANT,LAMB,TEXAS,USA",34.0730261,-102.519081
1158,LB0046P,RN100224419,SOUTHWESTERN PUBLIC SERVICE COMPANY,PLANT X POWER PLANT,LAMB,2.0,4911.0,ELECTRIC SERVICES,2020,147.6522,866.4066,0.0026,40.3739,40.3739,3.1455,28.3257,"SOUTHWESTERN PUBLIC SERVICE COMPANY,LAMB,TEXAS,USA",31.9685988,-99.9018131
1159,LB0047N,RN100224534,SOUTHWESTERN PUBLIC SERVICE COMPANY,TOLK STATION,LAMB,2.0,4911.0,ELECTRIC SERVICES,2020,2300.1821,1816.4598,0.0153,111.9203,27.5564,4660.1849,35.0546,"SOUTHWESTERN PUBLIC SERVICE COMPANY,LAMB,TEXAS,USA",31.9685988,-99.9018131
1160,LB0048L,RN102176112,SPADE COOPERATIVE INC,SPADE COOP GIN,LAMB,2.0,724.0,COTTON GINNING,2020,0.75,0.89,0.0,7.93,0.6,0.01,0.05,"SPADE COOPERATIVE INC,LAMB,TEXAS,USA",33.9278219,-102.1539089
1161,LB0072O,RN100212307,EL PASO NATURAL GAS COMPANY LLC,DIMMITT COMPRESSOR,LAMB,2.0,4922.0,NATURAL GAS TRANSMISSION,2020,34.666,270.891,0.0,4.8926,4.8926,0.06,12.623,"EL PASO NATURAL GAS COMPANY LLC,LAMB,TEXAS,USA",31.9685988,-99.9018131
1162,LBA001A,RN101845485,AG PRODUCERS CO-OP,OLTON COOP GIN,LAMB,2.0,724.0,COTTON GINNING,2020,1.77,2.1,0.0,24.29,1.8,0.01,0.12,"AG PRODUCERS CO-OP,LAMB,TEXAS,USA",34.1886611,-102.1390764
1163,LDA005E,RN106225303,PLAINS PIPELINE LP,GARDENDALE SOUTH PGS GARDENDALE TERMINAL,LA SALLE,16.0,4612.0,CRUDE PETROLEUM PIPE LINES,2020,5.7922,5.7988,0.0,1.0151,1.0151,0.0431,72.6865,"PLAINS PIPELINE LP,LA SALLE,TEXAS,USA",28.2758921,-99.1013498
1164,LDA006F,RN106274574,PLAINS PIPELINE LP,GARDENDALE JV/NORTH TERMINAL,LA SALLE,16.0,4612.0,CRUDE PETROLEUM PIPE LINES,2020,0.0241,0.1379,0.0,0.0601,0.0601,0.0298,57.2917,"PLAINS PIPELINE LP,LA SALLE,TEXAS,USA",28.2758921,-99.1013498
1165,LDA008H,RN107143901,FRIO LASALLE PIPELINE LP,VALLEY WELLS TREATER,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,8.7896,39.1911,0.0,6.3937,6.3937,0.4763,33.6486,"FRIO LASALLE PIPELINE LP,LA SALLE,TEXAS,USA",28.2758921,-99.1013498
1166,LDA014N,RN108229006,CHEYENNE PETROLEUM COMPANY,ALINE WILLIAMS CDP,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.231,0.206,0.0,0.013,0.009,3.0966,3.097,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1167,LDA015O,RN108238197,CHEYENNE PETROLEUM COMPANY,CROMWELL HP CDP 1 LEASE,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.567,0.549,0.0,0.038,0.029,22.9895,3.364,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1168,LDA016P,RN108233982,CHEYENNE PETROLEUM COMPANY,IRVIN FAMILY CDP 1 SOUTH LEG LEASE,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.985,0.98,0.0,0.069,0.053,8.468,3.6546,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1169,LDA017Q,RN108228784,CHEYENNE PETROLEUM COMPANY,IRVIN FAMILY UNIT 2 CDP 1 LEASE,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.224,0.211,0.0,0.014,0.01,6.3839,2.2437,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1170,LDA019S,RN108225392,CHEYENNE PETROLEUM COMPANY,PT UNIT CDP,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.397,0.292,0.0,0.016,0.012,8.5156,3.3272,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1171,LDA020T,RN108226580,CHEYENNE PETROLEUM COMPANY,SJ WILLIAMS CDP 1 LEASE,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,1.2,0.974,0.0,0.058,0.046,15.1228,3.8824,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1172,LDA021U,RN108026360,CHEYENNE PETROLEUM COMPANY,WN CDP,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.298,0.3,0.0,0.021,0.015,11.4726,3.426,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1173,LDA022V,RN108228982,CHEYENNE PETROLEUM COMPANY,Z C WILLIAMS CDP 1 LEASE,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.21,0.208,0.0,0.014,0.01,7.5954,1.748,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1174,LDA023W,RN108035528,CHEYENNE PETROLEUM COMPANY,ZIZINIA CDP 2,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.682,0.578,0.0,0.035,0.027,11.7641,3.5486,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1175,LDA024X,RN109235861,CHEYENNE PETROLEUM COMPANY,PW CDP,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,7.94,4.954,0.0,0.198,0.148,15.9417,4.0236,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1176,LDA026Z,RN109684027,CHEYENNE PETROLEUM COMPANY,BB CDP,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.1,0.1,0.0,0.003,0.002,4.4,2.04,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1177,LDA027A,RN110082864,CHEYENNE PETROLEUM COMPANY,ZIZINIA CDP 3,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.4694,0.1416,0.0,0.0096,0.0072,2.7782,4.6079,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1178,LDA028B,RN110083623,CHEYENNE PETROLEUM COMPANY,ZIZINIA CDP 1,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,1.6254,1.1765,0.0,0.0628,0.059,21.7576,5.2175,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1179,LDA029C,RN110083870,CHEYENNE PETROLEUM COMPANY,IRVIN FAMILY UNIT A,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.6166,0.6437,0.0,0.0459,0.0344,26.6191,6.4137,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1180,LDA030D,RN110084035,CHEYENNE PETROLEUM COMPANY,CN CDP,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,1.3655,0.8724,0.0,0.0391,0.0295,21.0408,6.3297,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1181,LDA031E,RN109426643,LONESTAR OPERATING LLC,HORNED FROG A & B PRODUCTION FACILITY,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,8.1618,4.6059,0.0,0,0,105.9571,31.1347,"LONESTAR OPERATING LLC,LA SALLE,TEXAS,USA",28.2758921,-99.1013498
1182,LDA033G,RN106400203,CHEYENNE PETROLEUM COMPANY,AULD SHIPMAN COMPRESSOR STATION,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,27.786,7.261,0.0,0.0898,0.0805,18.9478,21.4823,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1183,LDA034H,RN110070810,CHEYENNE PETROLEUM COMPANY,ZCW B CDP,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.3502,0.3639,0.0,0.0351,0.0264,3.6621,4.9848,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1184,LDA035I,RN110070885,CHEYENNE PETROLEUM COMPANY,ZCW C CDP,LA SALLE,16.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.3692,0.7998,0.0,0.0437,0.0213,7.6965,4.7628,"CHEYENNE PETROLEUM COMPANY,LA SALLE,TEXAS,USA",28.6229853,-98.89238329999999
1185,LE0012W,RN100213487,DCP OPERATING COMPANY LP,WILCOX GAS PLANT,LAVACA,14.0,1321.0,NATURAL GAS LIQUIDS,2020,327.194,177.0408,0.0,11.6223,11.6223,0.7265,134.5354,"DCP OPERATING COMPANY LP,LAVACA,TEXAS,USA",29.33590539999999,-96.83509989999999
1186,LE0018K,RN100218833,CAPITAL STAR OIL AND GAS INC,NORTH WORD GAS PLANT,LAVACA,14.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,33.83,18.805,0.0,1.051,1.051,106.221,16.785,"CAPITAL STAR OIL AND GAS INC,LAVACA,TEXAS,USA",29.4334079,-96.960866
1187,LE0067U,RN100228014,ETC TEXAS PIPELINE LTD,NORTH WORD GAS PLANT,LAVACA,14.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,13.9849,8.6162,0.0,0.2109,0.2109,0.0166,1.7374,"ETC TEXAS PIPELINE LTD,LAVACA,TEXAS,USA",29.33590539999999,-96.83509989999999
1188,LEA005E,RN106059777,ENTERPRISE HYDROCARBONS LP,YOAKUM CRYOGENIC PLANT,LAVACA,14.0,1321.0,NATURAL GAS LIQUIDS,2020,84.4199,108.5833,0.0,26.3632,26.3632,10.6973,32.621,"ENTERPRISE HYDROCARBONS LP,LAVACA,TEXAS,USA",29.33590539999999,-96.83509989999999
1189,LEA006F,RN110934684,PERMIAN HIGHWAY PIPELINE LLC,PRAHA COMPRESSOR STATION,LAVACA,14.0,4922.0,NATURAL GAS TRANSMISSION,2020,7.0251,6.8899,0.0,0.7564,0.7564,0.3892,0.5887,"PERMIAN HIGHWAY PIPELINE LLC,LAVACA,TEXAS,USA",29.33590539999999,-96.83509989999999
1190,LF0053U,RN100214642,LF MANUFACTURING INC,MAIN PLANT,LEE,11.0,3089.0,"PLASTICS PRODUCTS, NEC",2020,0,0,0.0,2.776,2.776,0,24.9977,"LF MANUFACTURING INC,LEE,TEXAS,USA",30.169178,-96.86846919999999
1191,LF0056O,RN102606449,LF MANUFACTURING INC,QFRP PLANT,LEE,11.0,3089.0,"PLASTICS PRODUCTS, NEC",2020,0,0,0.0,6.7964,6.7964,0,46.8518,"LF MANUFACTURING INC,LEE,TEXAS,USA",30.169178,-96.86846919999999
1192,LG0006S,RN100211093,NUCOR CORPORATION,NUCOR STEEL,LEON,9.0,3312.0,BLAST FURNACES AND STEEL MILLS,2020,665.1216,195.7173,0.1023,229.0889,159.5022,300.5384,58.1873,"NUCOR CORPORATION,LEON,TEXAS,USA",31.2152685,-95.9832577
1193,LH0027W,RN100224575,UNION TANK CAR COMPANY,CLEVELAND PLANT,LIBERTY,12.0,4741.0,RENTAL OF RAILROAD CARS,2020,0.92,1.244,0.0,0.43,0.35,0.0301,9.6763,"UNION TANK CAR COMPANY,LIBERTY,TEXAS,USA",30.1633593,-94.81059549999999
1194,LH0060B,RN100215649,SUNOCO PIPELINE LP,LIBERTY STATION,LIBERTY,12.0,4612.0,CRUDE PETROLEUM PIPE LINES,2020,0,0,0.0,0,0,0,3.7727,"SUNOCO PIPELINE LP,LIBERTY,TEXAS,USA",30.1633593,-94.81059549999999
1195,LH0061W,RN102962958,SUNOCO PIPELINE LP,HULL STATION,LIBERTY,12.0,4612.0,CRUDE PETROLEUM PIPE LINES,2020,0,0,0.0,0,0,0,2.3626,"SUNOCO PIPELINE LP,LIBERTY,TEXAS,USA",30.1633593,-94.81059549999999
1196,LH0082O,RN102208527,EXXONMOBIL OIL CORPORATION,DAISETTA UNDERGROUND STORAGE,LIBERTY,12.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,0.5403,0.3866,0.0,0.0576,0.0576,0.0091,7.6394,"EXXONMOBIL OIL CORPORATION,LIBERTY,TEXAS,USA",30.057993,-94.7954783
1197,LH0112H,RN100217256,MOSS BLUFF HUB LLC,MOSS BLUFF STORAGE FACILITY,LIBERTY,12.0,4922.0,NATURAL GAS TRANSMISSION,2020,14.296,17.4858,0.0,1.6357,1.6357,0.1234,21.1492,"MOSS BLUFF HUB LLC,LIBERTY,TEXAS,USA",30.0573101,-94.73535150000001
1198,LH0194C,RN100910140,ONEOK NGL PIPELINE LLC,CLEVELAND BOOSTER STATION,LIBERTY,12.0,4619.0,"PIPELINES, NEC",2020,0.1686,0.0845,0.0,0,0,0,4.6349,"ONEOK NGL PIPELINE LLC,LIBERTY,TEXAS,USA",30.3086939,-94.69906
1199,LHA001A,RN103214474,SUNOCO PARTNERS MARKETING & TERMINALS LP,LIBERTY TRUCK STATION,LIBERTY,12.0,4213.0,"TRUCKING, EXCEPT LOCAL",2020,0,0,0.0,0,0,0,1.4936,"SUNOCO PARTNERS MARKETING & TERMINALS LP,LIBERTY,TEXAS,USA",31.9685988,-99.9018131
1200,LHA009I,RN105196000,QUAIL CREEK OIL CORP,DOLBEAR & H & TC COMMINGLED,LIBERTY,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,10.8647,5.6939,0.0,0.033,0.033,10.938,21.479,"QUAIL CREEK OIL CORP,LIBERTY,TEXAS,USA",30.1132783,-94.6429053
1201,LHA026Z,RN105937809,SOUTH TEXAS OPERATING COMPANY,VACATION PRODUCTION FACILITY,LIBERTY,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,6.18,0.96,0.0,0.27,0.27,0.01,3.872,"SOUTH TEXAS OPERATING COMPANY,LIBERTY,TEXAS,USA",30.057993,-94.7954783
1202,LHA032F,RN105790422,COSTA ENERGY LLC,HENDERSON FARMS CENTRAL FACILITY,LIBERTY,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.6393,0.7611,0.0,0.0579,0.0579,0.0046,12.6531,"COSTA ENERGY LLC,LIBERTY,TEXAS,USA",30.057993,-94.7954783
1203,LHA039M,RN106522345,BALLARD EXPLORATION COMPANY INC,KERR MCGEE 2 PRODUCTION FACILITY BUYE FIELD,LIBERTY,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,1.4078,1.1932,0.0,0.06,0.06,0.0198,11.8871,"BALLARD EXPLORATION COMPANY INC,LIBERTY,TEXAS,USA",29.7563696,-95.364649
1204,LHA043Q,RN105750566,WAGNER OIL COMPANY,DUNAGAN FACILITY,LIBERTY,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,2.003,0.74,0.0,0.119,0.119,0.005,4.9897,"WAGNER OIL COMPANY,LIBERTY,TEXAS,USA",30.057993,-94.7954783
1205,LHA070R,RN109229864,PETRODOME OPERATING LLC,SOUTH CLEVELAND FIELD,LIBERTY,12.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,9.4951,7.1254,0.0,0.2469,0.2469,0.0146,21.3588,"PETRODOME OPERATING LLC,LIBERTY,TEXAS,USA",30.057993,-94.7954783
1206,LI0027L,RN100542927,NRG TEXAS POWER LLC,LIMESTONE ELECTRIC GENERATION STATION,LIMESTONE,9.0,4911.0,ELECTRIC SERVICES,2020,1182.8831,5028.3824,0.0615,474.5285,362.8956,4920.9798,28.9697,"NRG TEXAS POWER LLC,LIMESTONE,TEXAS,USA",31.4135691,-96.2394445
1207,LI0066B,RN101700060,CRESCENT PASS ENERGY LLC,ROTHERMEL COMPRESSOR,LIMESTONE,9.0,4922.0,NATURAL GAS TRANSMISSION,2020,110.4582,102.8265,0.0,1.4599,1.4599,0.1068,37.265,"CRESCENT PASS ENERGY LLC,LIMESTONE,TEXAS,USA",31.5476407,-96.5275415
1208,LI0090E,RN102062692,MEXIA LANDFILL TX LP,MEXIA LANDFILL,LIMESTONE,9.0,4953.0,REFUSE SYSTEMS,2020,22.29,5.27,0.0,3.46,2.49,2.03,1.806,"MEXIA LANDFILL TX LP,LIMESTONE,TEXAS,USA",31.6156504,-96.4990417
1209,LIA001A,RN104137146,TREND GATHERING & TREATING LLC,FARRAR TREATING PLANT,LIMESTONE,9.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,28.3293,26.5246,0.0,2.4197,2.4197,97.4261,19.0529,"TREND GATHERING & TREATING LLC,LIMESTONE,TEXAS,USA",31.5461078,-96.663812
